link,marca_model,marca,model,pret,an,km,combustibil,cutie,caroserie,capacitate_cc,putere_cp
https://www.autovit.ro/autoturisme/anunt/bmw-x3-ID7HHMWm.html,BMW X3,BMW,X3,9 399 EUR,2012,320000,Diesel,Automata,SUV,19953,184
https://www.autovit.ro/autoturisme/anunt/kia-xceed-ver-1-6-gdi-dct6-opf-plug-in-hybrid-vision-ID7HGRBE.html,Kia XCeed 1.6 GDI DCT6 OPF Plug-in-Hybrid Vision,Kia,XCeed 1.6 GDI DCT6 OPF Plug-in-Hybrid Vision,19 990 EUR,2025,44600,Hibrid Plug-In,Automata,SUV,15803,141
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-2-0-blue-tdi-dsg-scr-business-edition-ID7HHYhi.html,Volkswagen Passat Variant 2.0 Blue TDI DSG SCR Business Edition,Volkswagen,Passat Variant 2.0 Blue TDI DSG SCR Business Edition,7 899 EUR,2025,260730,Diesel,Automata,Combi,19683,140
https://www.autovit.ro/autoturisme/anunt/honda-civic-ver-1-8i-vtec-sport-ID7HI6hD.html,Honda Civic 1.8i-VTEC Sport,Honda,Civic 1.8i-VTEC Sport,6 750 EUR,2011,164476,Benzina,Manuala,Compacta,17983,140
https://www.autovit.ro/autoturisme/anunt/opel-corsa-ver-1-2-start-stop-elegance-ID7HHVEO.html,Opel Corsa 1.2 Start/Stop Elegance,Opel,Corsa 1.2 Start/Stop Elegance,9 500 EUR,2022,78500,Benzina,Manuala,Compacta,11993,75
https://www.autovit.ro/autoturisme/anunt/peugeot-308-ver-1-5-bluehdi-fap-stt-active-pack-ID7HI7iK.html,Peugeot 308 1.5 BlueHDi FAP STT Active Pack,Peugeot,308 1.5 BlueHDi FAP STT Active Pack,8 890 EUR,2021,158388,Diesel,Manuala,Compacta,14993,99
https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-550e-xdrive-at-phev-ID7HGXrQ.html,BMW Seria 5 550e xDrive AT PHEV,BMW,Seria 5 550e xDrive AT PHEV,96 195 EUR,2025,10,Hibrid Plug-In,Automata,Sedan,29983,489
https://www.autovit.ro/autoturisme/anunt/kia-ceed-ver-1-6-gdi-sw-vision-ID7HGVqj.html,Kia Ceed 1.6 GDI SW Vision,Kia,Ceed 1.6 GDI SW Vision,5 499 EUR,2025,274600,Benzina,Manuala,Combi,15913,135
https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive30i-at-m-sport-ID7HDziK.html,BMW X3 xDrive30i AT M Sport,BMW,X3 xDrive30i AT M Sport,42 650 EUR,2025,40000,Benzina,Automata,SUV,19983,252
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HHA1D.html,BMW Seria 3,BMW,Seria 3,26 999 EUR,1998,99000,Hibrid Plug-In,Automata,Sedan,19983,292
https://www.autovit.ro/autoturisme/anunt/skoda-scala-ver-1-0-tsi-ambition-ID7Hxl7q.html,Skoda Scala 1.0 TSI Ambition,Skoda,Scala 1.0 TSI Ambition,15 840 EUR,2022,60775,Benzina,Manuala,Combi,9993,95
https://www.autovit.ro/autoturisme/anunt/ford-f150-ID7HHcGC.html,Ford F150,Ford,F150,"89 527,90 EUR",2025,250,Benzina,Automata,SUV,34983,437
https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive30d-ID7HEvau.html,BMW X5 xDrive30d,BMW,X5 xDrive30d,"47 897,85 EUR",2018,154000,Diesel,Automata,SUV,29933,265
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ID7HHYul.html,Ford Kuga,Ford,Kuga,16 990 EUR,2025,91400,Diesel,Automata,SUV,19953,150
https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t4-recharge-dkg-inscription-ID7HI0Db.html,Volvo XC 40 T4 Recharge DKG Inscription,Volvo,XC 40 T4 Recharge DKG Inscription,23 400 EUR,2025,144147,Hibrid Plug-In,Automata,SUV,14773,211
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-400-d-4matic-ID7HGKq9.html,Mercedes-Benz GLE 400 d 4MATIC,Mercedes-Benz,GLE 400 d 4MATIC,55 990 EUR,2023,85704,Diesel,Automata,SUV,29253,330
https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-aut-m-sport-ID7HHXev.html,BMW X3 xDrive20d Aut. M Sport,BMW,X3 xDrive20d Aut. M Sport,45 999 EUR,2023,49000,Diesel,Automata,SUV,19953,190
https://www.autovit.ro/autoturisme/anunt/opel-grandland-x-ver-1-2-start-stop-innovation-ID7HAaUa.html,Opel Grandland X 1.2 Start/Stop INNOVATION,Opel,Grandland X 1.2 Start/Stop INNOVATION,13 499 EUR,2018,73146,Benzina,Manuala,SUV,11993,130
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HI6Vr.html,Volkswagen Passat,Volkswagen,Passat,15 850 EUR,2025,86642,Diesel,Manuala,Sedan,19683,150
https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-avant-3-0-tdi-quattro-stronic-ID7HGHTj.html,Audi A6 Avant 3.0 TDI quattro Stronic,Audi,A6 Avant 3.0 TDI quattro Stronic,12 000 EUR,1900,119000,Diesel,Automata,Combi,29673,204
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ID7HHYsa.html,Mercedes-Benz E,Mercedes-Benz,E,"57 998,93 EUR",2025,20600,Benzina,Automata,Sedan,19683,204
https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-5-blue-dci-4wd-prestige-jante-16-ID7HI6c0.html,"Dacia Duster 1.5 Blue dCi 4WD Prestige jante 16""",Dacia,"Duster 1.5 Blue dCi 4WD Prestige jante 16""",16 800 EUR,2022,100000,Diesel,Manuala,SUV,14613,115
https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-ambition-ID7HHcDp.html,Skoda Octavia 2.0 TDI Ambition,Skoda,Octavia 2.0 TDI Ambition,"18 549,30 EUR",2025,67489,Diesel,Manuala,Sedan,19683,115
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-300-d-4matic-9g-tronic-ID7HHXDA.html,Mercedes-Benz GLE 300 d 4Matic 9G-TRONIC,Mercedes-Benz,GLE 300 d 4Matic 9G-TRONIC,62 500 EUR,2021,59000,Diesel,Automata,SUV,19503,245
https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-v6-tdi-elegance-ID7HDsLH.html,Volkswagen Touareg V6 TDI Elegance,Volkswagen,Touareg V6 TDI Elegance,62 790 EUR,2025,5,Diesel,Automata,SUV,29673,231
https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ver-1-0-trendline-ID7HFSeF.html,Volkswagen Polo 1.0 Trendline,Volkswagen,Polo 1.0 Trendline,12 790 EUR,2022,64700,Benzina,Manuala,Masina de oras,9993,80
https://www.autovit.ro/autoturisme/anunt/lynk-co-01-ID7HHz9q.html,Lynk&Co 01,Lynk&Co,01,"21 899,79 EUR",2025,45900,Hibrid Plug-In,Automata,SUV,14773,261
https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-variant-2-0-tdi-116cp-dsg-life-ID7HFCQl.html,Volkswagen Golf Variant 2.0 TDI 116CP DSG Life,Volkswagen,Golf Variant 2.0 TDI 116CP DSG Life,"15 990,15 EUR",2022,186500,Diesel,Automata,Combi,19683,116
https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-energy-dci-110-start-stop-bose-edition-ID7HFRqL.html,Renault Megane ENERGY dCi 110 Start & Stop Bose Edition,Renault,Megane ENERGY dCi 110 Start & Stop Bose Edition,5 999 EUR,2025,238713,Diesel,Manuala,Combi,14613,110
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-2-5-duratec-fwd-phev-titanium-ID7HCj8J.html,Ford Kuga 2.5 Duratec FWD PHEV Titanium,Ford,Kuga 2.5 Duratec FWD PHEV Titanium,"29 584,50 EUR",2025,1,Hibrid Plug-In,Automata,SUV,24883,243
https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-3-0-tdi-quattro-stronic-ID7HI6eK.html,Audi Q5 3.0 TDI Quattro Stronic,Audi,Q5 3.0 TDI Quattro Stronic,24 000 EUR,2025,168000,Diesel,Automata,SUV,29673,245
https://www.autovit.ro/autoturisme/anunt/audi-rs-q8-ver-rsq8-4-0-tfsi-quattro-mhev-tiptronic-ID7HHXeu.html,Audi RS Q8 RSQ8 4.0 TFSI quattro MHEV Tiptronic,Audi,RS Q8 RSQ8 4.0 TFSI quattro MHEV Tiptronic,87 120 EUR,2025,125783,Benzina,Automata,SUV,39963,600
https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-2-0-tdi-dsg-highline-ID7HGJhq.html,Volkswagen Golf 2.0 TDI DSG Highline,Volkswagen,Golf 2.0 TDI DSG Highline,18 500 EUR,2025,72000,Diesel,Automata,Compacta,19683,150
https://www.autovit.ro/autoturisme/anunt/toyota-verso-ver-2-2-d-4d-automatik-7-sitzer-comfort-ID7HmXZm.html,Toyota Verso 2.2 D-4D Automatik 7-Sitzer Comfort,Toyota,Verso 2.2 D-4D Automatik 7-Sitzer Comfort,9 450 EUR,2014,186500,Diesel,Automata,Monovolum,22313,150
https://www.autovit.ro/autoturisme/anunt/audi-a3-ver-1-6-30-tdi-s-tronic-sport-ID7HGVOE.html,Audi A3 1.6 30 TDI S tronic Sport,Audi,A3 1.6 30 TDI S tronic Sport,"13 990,02 EUR",2025,218416,Diesel,Automata,Compacta,15983,116
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-s-ver-500-4matic-9g-tronic-ID7HHWJn.html,Mercedes-Benz S 500 4Matic 9G-TRONIC,Mercedes-Benz,S 500 4Matic 9G-TRONIC,79 860 EUR,2025,51545,Benzina,Automata,Sedan,29993,435
https://www.autovit.ro/autoturisme/anunt/renault-zoe-ver-40-r110-equilibre-ID7HzSfi.html,Renault ZOE 40 R110 Equilibre,Renault,ZOE 40 R110 Equilibre,"18 989,99 EUR",2019,20,Electric,Automata,Masina de oras,,108
https://www.autovit.ro/autoturisme/anunt/hyundai-ix35-ver-2-0-4wd-automatik-premium-ID7HI6Nr.html,Hyundai ix35 2.0 4WD Automatik Premium,Hyundai,ix35 2.0 4WD Automatik Premium,9 400 EUR,2011,136700,Benzina,Automata,SUV,19983,163
https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive25d-ID7HHZmT.html,BMW X5 xDrive25d,BMW,X5 xDrive25d,20 990 EUR,2018,203700,Diesel,Automata,SUV,19953,231
https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-0-ecoboost-active-ID7HI2Og.html,Ford Focus 1.0 EcoBoost Active,Ford,Focus 1.0 EcoBoost Active,6 200 EUR,2025,155000,Benzina,Manuala,Combi,9993,125
https://www.autovit.ro/autoturisme/anunt/maserati-levante-ID7HFR1v.html,Maserati Levante,Maserati,Levante,23 990 EUR,2025,274408,Diesel,Automata,Sedan,29873,275
https://www.autovit.ro/autoturisme/anunt/audi-q5-ID7HHZCg.html,Audi Q5,Audi,Q5,11 400 EUR,2025,216000,Diesel,Automata,SUV,19683,170
https://www.autovit.ro/autoturisme/anunt/ford-puma-ver-1-0-ecoboost-mhev-titanium-ID7HFRV6.html,Ford Puma 1.0 EcoBoost MHEV Titanium,Ford,Puma 1.0 EcoBoost MHEV Titanium,13 700 EUR,2021,36000,Benzina,Manuala,Compacta,9993,125
https://www.autovit.ro/autoturisme/anunt/dacia-sandero-stepway-ver-0-9-tce-ID7HI7GB.html,Dacia Sandero Stepway ver-0-9-tce,Dacia,Sandero Stepway ver-0-9-tce,4 350 EUR,2013,118000,Benzina,Manuala,Masina de oras,8983,90
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-sport-aut-luxury-line-ID7HHY6S.html,BMW Seria 3 320d Sport-Aut. Luxury Line,BMW,Seria 3 320d Sport-Aut. Luxury Line,12 700 EUR,2022,310000,Diesel,Automata,Combi,19953,184
https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-aut-ID7HI6Lb.html,BMW X3 xDrive20d Aut.,BMW,X3 xDrive20d Aut.,12 990 EUR,2013,216125,Diesel,Automata,SUV,19953,184
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-m-sport-ID7HFRkN.html,BMW Seria 3 318d Aut. M Sport,BMW,Seria 3 318d Aut. M Sport,26 250 EUR,2021,144000,Diesel,Automata,Sedan,19953,150
https://www.autovit.ro/autoturisme/anunt/bmw-x6-ver-xdrive40d-at-mhev-ID7HGvk8.html,BMW X6 xDrive40d AT MHEV,BMW,X6 xDrive40d AT MHEV,95 000 EUR,2025,27000,Diesel,Automata,SUV,29933,352
https://www.autovit.ro/autoturisme/anunt/peugeot-508-ID7H7i3N.html,Peugeot 508,Peugeot,508,17 500 EUR,2025,138970,Diesel,Automata,Combi,19973,163
https://www.autovit.ro/autoturisme/anunt/volkswagen-sharan-ID7HI7tN.html,Volkswagen Sharan,Volkswagen,Sharan,1 800 EUR,2002,386162,Diesel,Manuala,Monovolum,18963,115
https://www.autovit.ro/autoturisme/anunt/skoda-kamiq-ver-1-5-tsi-dsg-ambition-ID7HuIUv.html,Skoda Kamiq 1.5 TSI DSG Ambition,Skoda,Kamiq 1.5 TSI DSG Ambition,16 940 EUR,2021,195000,Benzina,Automata,SUV,14983,150
https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ver-2-5-4x4-hybrid-style-selection-ID7HI5pO.html,Toyota RAV4 2.5 4x4 Hybrid Style Selection,Toyota,RAV4 2.5 4x4 Hybrid Style Selection,"28 979,50 EUR",2030,170793,Hibrid,Automata,SUV,24873,222
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-220-d-aut-ID7HHcGG.html,Mercedes-Benz C 220 d Aut,Mercedes-Benz,C 220 d Aut,19 490 EUR,2019,110000,Diesel,Automata,Sedan,19503,194
https://www.autovit.ro/autoturisme/anunt/audi-a5-ver-sportback-2-0-40-tfsi-quattro-s-tronic-mhev-advanced-ID7HHWVC.html,Audi A5 Sportback 2.0 40 TFSI quattro S tronic MHEV Advanced,Audi,A5 Sportback 2.0 40 TFSI quattro S tronic MHEV Advanced,34 500 EUR,2024,94500,Benzina,Automata,Sedan,19843,204
https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-avant-2-0-tdi-s-tronic-sport-ID7HqUr1.html,Audi A4 Avant 2.0 TDI S tronic Sport,Audi,A4 Avant 2.0 TDI S tronic Sport,14 990 EUR,2018,197000,Diesel,Automata,Combi,19683,150
https://www.autovit.ro/autoturisme/anunt/lexus-seria-rx-ver-350h-hybrid-executive-line-ID7HI6a0.html,Lexus Seria RX 350h (hybrid) Executive Line,Lexus,Seria RX 350h (hybrid) Executive Line,"64 999,99 EUR",2025,18239,Hibrid,Automata,SUV,24873,250
https://www.autovit.ro/autoturisme/anunt/volkswagen-arteon-ver-1-4-ehybrid-opf-dsg-r-line-ID7HDsSq.html,Volkswagen ARTEON 1.4 eHybrid OPF DSG R-Line,Volkswagen,ARTEON 1.4 eHybrid OPF DSG R-Line,29 850 EUR,2025,112498,Hibrid Plug-In,Automata,Sedan,13953,218
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gla-ver-200-cdi-4matic-aut-ID7HFPZ8.html,Mercedes-Benz GLA 200 CDI 4MATIC Aut.,Mercedes-Benz,GLA 200 CDI 4MATIC Aut.,15 490 EUR,2015,170000,Diesel,Automata,SUV,21433,136
https://www.autovit.ro/autoturisme/anunt/volkswagen-multivan-ID7HHZC8.html,Volkswagen Multivan,Volkswagen,Multivan,10 990 EUR,2024,256000,Diesel,Automata,Monovolum,24613,174
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ID7HECWp.html,Mercedes-Benz C,Mercedes-Benz,C,26 983 EUR,2019,184100,Benzina,Automata,Sedan,14973,184
https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-1-5-tsi-opf-dsg-r-line-ID7HGK6F.html,Volkswagen Tiguan 1.5 TSI OPF DSG R-Line,Volkswagen,Tiguan 1.5 TSI OPF DSG R-Line,25 999 EUR,2025,164217,Benzina,Automata,SUV,14983,150
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-1-6-tdi-bluemotion-technology-dsg-comfortline-ID7HI2xV.html,Volkswagen Passat Variant 1.6 TDI (BlueMotion Technology) DSG Comfortline,Volkswagen,Passat Variant 1.6 TDI (BlueMotion Technology) DSG Comfortline,7 990 EUR,2015,340000,Diesel,Automata,Combi,15983,120
https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-blue-dci-115-edc-bose-edition-ID7HI1v4.html,Renault Megane BLUE dCi 115 EDC BOSE EDITION,Renault,Megane BLUE dCi 115 EDC BOSE EDITION,10 990 EUR,2020,225000,Diesel,Automata,Combi,14613,115
https://www.autovit.ro/autoturisme/anunt/renault-arkana-ver-e-tech-hybrid-rs-line-ID7HI1Ne.html,Renault Arkana E-TECH Hybrid RS Line,Renault,Arkana E-TECH Hybrid RS Line,16 450 EUR,2025,164000,Hibrid,Automata,SUV,15983,145
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ID7HI2W1.html,Mercedes-Benz E,Mercedes-Benz,E,7 500 EUR,2016,267000,Diesel,Automata,Sedan,21433,170
https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-ver-2-2-crdi-4wd-at-luxury-pack-ID7HI1c2.html,Hyundai Santa Fe 2.2 CRDi 4WD AT Luxury Pack,Hyundai,Santa Fe 2.2 CRDi 4WD AT Luxury Pack,27 000 EUR,2025,67000,Diesel,Automata,SUV,21993,200
https://www.autovit.ro/autoturisme/anunt/renault-trafic-ver-combi-l2h1-1-6-dci-tt-125-7plus1-expression-ID7HuO7D.html,Renault Trafic Combi L2H1 1.6 dCi TT 125 7+1 Expression,Renault,Trafic Combi L2H1 1.6 dCi TT 125 7+1 Expression,"14 507,90 EUR",1990,375348,Diesel,Manuala,Monovolum,15983,125
https://www.autovit.ro/autoturisme/anunt/seat-ateca-ID7HtV3b.html,Seat Ateca,Seat,Ateca,27 900 EUR,2025,5,Benzina,Automata,SUV,14983,150
https://www.autovit.ro/autoturisme/anunt/audi-q7-ver-3-0-50-tdi-quattro-tiptronic-s-line-ID7HCzHv.html,Audi Q7 3.0 50 TDI quattro Tiptronic S Line,Audi,Q7 3.0 50 TDI quattro Tiptronic S Line,59 500 EUR,2025,78900,Diesel,Automata,SUV,29673,286
https://www.autovit.ro/autoturisme/anunt/mazda-cx-5-ver-skyactiv-d-175-drive-awd-sports-line-ID7HuWBk.html,Mazda CX-5 SKYACTIV-D 175 Drive AWD Sports-Line,Mazda,CX-5 SKYACTIV-D 175 Drive AWD Sports-Line,8 470 EUR,2012,312428,Diesel,Automata,SUV,21913,175
https://www.autovit.ro/autoturisme/anunt/audi-q3-ver-2-0-tfsi-quattro-stronic-ID7HG26w.html,Audi Q3 2.0 TFSI Quattro Stronic,Audi,Q3 2.0 TFSI Quattro Stronic,12 990 EUR,2013,220000,Benzina,Automata,SUV,19843,170
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-coupe-ver-amg-53-mhev-4maticplus-ID7HEMvg.html,Mercedes-Benz GLE Coupe AMG 53 MHEV 4MATIC+,Mercedes-Benz,GLE Coupe AMG 53 MHEV 4MATIC+,96 679 EUR,2025,3000,Benzina,Automata,Coupe,29993,435
https://www.autovit.ro/autoturisme/anunt/toyota-c-hr-ver-1-8-hsd-122-cp-4x2-cvt-c-ult-style-bi-tone-ID7HI70u.html,Toyota C-HR ver-1-8-hsd-122-cp-4x2-cvt-c--ult-style-bi--tone,Toyota,C-HR ver-1-8-hsd-122-cp-4x2-cvt-c--ult-style-bi--tone,14 890 EUR,2018,228500,Hibrid,Automata,Compacta,17983,122
https://www.autovit.ro/autoturisme/anunt/renault-koleos-ID7HI0Dl.html,Renault Koleos,Renault,Koleos,18 250 EUR,2025,130038,Diesel,Automata,SUV,19953,175
https://www.autovit.ro/autoturisme/anunt/skoda-enyaq-ver-iv-electric-80-ID7HFtLu.html,Skoda Enyaq iV Electric 80,Skoda,Enyaq iV Electric 80,"24 988,92 EUR",2025,134025,Electric,Automata,SUV,,135
https://www.autovit.ro/autoturisme/anunt/audi-a3-ver-sportback-1-4-40-tfsi-e-phev-s-tronic-advanced-ID7HB9ni.html,Audi A3 Sportback 1.4 40 TFSI e PHEV S tronic Advanced,Audi,A3 Sportback 1.4 40 TFSI e PHEV S tronic Advanced,"21 989,33 EUR",2025,69586,Hibrid Plug-In,Automata,Compacta,13953,150
https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-blue-dci-intens-ID7HI7Bq.html,Renault Megane Blue dCi Intens,Renault,Megane Blue dCi Intens,9 500 EUR,2019,237000,Diesel,Manuala,Compacta,14613,116
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glb-ver-200-d-4matic-aut-ID7HI6j7.html,Mercedes-Benz GLB 200 d 4MATIC Aut.,Mercedes-Benz,GLB 200 d 4MATIC Aut.,38 236 EUR,2025,39820,Diesel,Automata,SUV,19503,150
https://www.autovit.ro/autoturisme/anunt/skoda-superb-ver-2-0-tsi-dsg-style-ID7HH2IU.html,Skoda Superb 2.0 TSI DSG Style,Skoda,Superb 2.0 TSI DSG Style,"24 988,92 EUR",2025,125675,Benzina,Automata,Sedan,19843,190
https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-d4-awd-geartronic-inscription-ID7HHECs.html,Volvo XC 40 D4 AWD Geartronic Inscription,Volvo,XC 40 D4 AWD Geartronic Inscription,23 990 EUR,1969,219000,Diesel,Automata,SUV,19693,190
https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-1-6-puretech-s-s-eat8-gt-ID7HHWAQ.html,Peugeot 3008 1.6 PureTech S&S EAT8 GT,Peugeot,3008 1.6 PureTech S&S EAT8 GT,"23 499,41 EUR",2025,46446,Benzina,Automata,SUV,15983,180
https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-aut-ID7HHYS7.html,BMW X3 xDrive20d Aut.,BMW,X3 xDrive20d Aut.,12 990 EUR,2012,194000,Diesel,Automata,SUV,19953,184
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-300-mhev-4matic-ID7HHcqM.html,Mercedes-Benz C 300 MHEV 4MATIC,Mercedes-Benz,C 300 MHEV 4MATIC,41 019 EUR,2025,43000,Benzina,Automata,Sedan,19993,258
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ID7HypTO.html,Mercedes-Benz GLC,Mercedes-Benz,GLC,"34 899,99 EUR",2025,92325,Hibrid,Automata,SUV,19913,197
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-s-ver-350-bluetec-d-7g-tronic-ID7HGTUG.html,Mercedes-Benz S 350 (BlueTEC) d 7G-TRONIC,Mercedes-Benz,S 350 (BlueTEC) d 7G-TRONIC,21 999 EUR,2025,369400,Diesel,Automata,Sedan,29873,258
https://www.autovit.ro/autoturisme/anunt/bmw-bmw-x5m-ver-m50d-ID7HGTcd.html,BMW X5 M M50d,BMW,X5 M M50d,47 300 EUR,2025,210300,Diesel,Automata,SUV,29933,400
https://www.autovit.ro/autoturisme/anunt/toyota-yaris-cross-ID7HGZUs.html,Toyota Yaris Cross,Toyota,Yaris Cross,23 499 EUR,2022,95407,Hibrid,Automata,Masina de oras,14973,75
https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-plug-in-hybrid-225-e-eat8-allure-pack-ID7HGVle.html,Peugeot 3008 Plug-In Hybrid 225 e-EAT8 Allure Pack,Peugeot,3008 Plug-In Hybrid 225 e-EAT8 Allure Pack,17 790 EUR,2025,145795,Hibrid Plug-In,Automata,SUV,15983,225
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-335i-xdrive-coupe-ID7HI7BD.html,BMW Seria 3 335i xDrive Coupe,BMW,Seria 3 335i xDrive Coupe,12 500 EUR,2026,111000,Benzina,Manuala,Coupe,29793,306
https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-avant-2-0-tdi-dpf-multitronic-ambiente-ID7HHOIK.html,Audi A4 Avant 2.0 TDI DPF multitronic Ambiente,Audi,A4 Avant 2.0 TDI DPF multitronic Ambiente,6 500 EUR,2010,269000,Diesel,Automata,Combi,19683,143
https://www.autovit.ro/autoturisme/anunt/kg-mobility-actyon-ID7HDsSt.html,KG Mobility Actyon,KG,Mobility Actyon,"39 989,29 EUR",2025,8,Benzina,Automata,SUV,14973,163
https://www.autovit.ro/autoturisme/anunt/mazda-cx-80-ver-3-3-e-skyactiv-at8-awd-mhev-homura-plus-ID7HBKD6.html,Mazda CX-80 3.3 e-Skyactiv AT8 AWD MHEV Homura Plus,Mazda,CX-80 3.3 e-Skyactiv AT8 AWD MHEV Homura Plus,58 950 EUR,2025,3,Diesel,Automata,SUV,32833,254
https://www.autovit.ro/autoturisme/anunt/dodge-ram-ID7HI69t.html,Dodge RAM,Dodge,RAM,33 500 EUR,2025,138000,Benzina + GPL,Automata,SUV,57003,400
https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-1-4-gte-plug-in-hybrid-dsg-ID7HGvbC.html,Volkswagen Golf 1.4 GTE Plug-In-Hybrid DSG,Volkswagen,Golf 1.4 GTE Plug-In-Hybrid DSG,16 990 EUR,1950,136579,Hibrid Plug-In,Automata,Compacta,13953,204
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HI7C0.html,Volkswagen Passat,Volkswagen,Passat,7 650 EUR,2010,242176,Diesel,Automata,Compacta,19683,170
https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-avant-2-0-30-tdi-s-tronic-mhev-advanced-ID7HHehP.html,Audi A4 ver-avant-2-0-30-tdi-s-tronic-mhev-advanced,Audi,A4 ver-avant-2-0-30-tdi-s-tronic-mhev-advanced,9 650 EUR,2015,212170,Diesel,Automata,Combi,19683,136
https://www.autovit.ro/autoturisme/anunt/volkswagen-caddy-ver-2-0-tdi-75-kw-life-ID7HFRoy.html,Volkswagen Caddy 2.0 TDI 75 kW Life,Volkswagen,Caddy 2.0 TDI 75 kW Life,"31 899,23 EUR",1968,1,Diesel,Manuala,Monovolum,19683,102
https://www.autovit.ro/autoturisme/anunt/audi-sq5-ver-3-0-tdi-quattro-tiptronic-ID7HHXAa.html,Audi SQ5 3.0 TDI quattro tiptronic,Audi,SQ5 3.0 TDI quattro tiptronic,16 999 EUR,2015,240000,Diesel,Automata,SUV,29673,313
https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-ver-116d-urban-line-ID7HFPSQ.html,BMW Seria 1 116d Urban Line,BMW,Seria 1 116d Urban Line,7 999 EUR,2012,211000,Diesel,Manuala,Masina de oras,19953,116
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-1-5-ecoboost-2wd-trend-ID7HyyOk.html,Ford Kuga 1.5 EcoBoost 2WD Trend,Ford,Kuga 1.5 EcoBoost 2WD Trend,13 990 EUR,2025,71989,Benzina,Manuala,SUV,14993,150
https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-530d-xdrive-aut-luxury-line-ID7HBFhY.html,BMW Seria 5 530d xDrive Aut. Luxury Line,BMW,Seria 5 530d xDrive Aut. Luxury Line,10 990 EUR,2025,308142,Diesel,Automata,Sedan,29933,258
https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-1-9-tdi-ID7HI6k1.html,Audi A6 1.9 TDI,Audi,A6 1.9 TDI,1 700 EUR,2003,326000,Diesel,Manuala,Combi,18963,130
